learner_id,previous_performance,learning_style,learning_goal,engagement_time,completion_rate,preferred_pacing,content_interaction,prev_course,course_id,module_id,content_type,assessment_score,feedback_rating,content_difficulty,recommended_courses
8202,89,kinesthetic,Complete course,85,0.88,Slow,13,9,16,997,Quiz,46,Excellent,Easy,15
8203,82,kinesthetic,Gain certification,186,0.26,Slow,48,20,19,765,Text,65,Poor,Hard,15
8204,56,auditory,Gain certification,126,0.85,Moderate,20,19,16,340,Quiz,32,Average,Hard,8
8205,47,visual,Master topic,264,0.3,Slow,29,3,6,354,Quiz,48,Good,Easy,15
8206,30,visual,Complete course,137,0.57,Fast,14,11,6,601,Quiz,14,Excellent,Hard,16
8207,66,visual,Gain certification,165,0.86,Fast,16,19,16,531,Text,49,Average,Easy,2
8208,62,visual,Gain certification,69,0.61,Moderate,31,8,13,992,Video,27,Poor,Hard,14
8209,90,visual,Gain certification,187,1.0,Moderate,29,15,16,41,Video,73,Excellent,Intermediate,13
8210,65,visual,Master topic,288,0.57,Slow,9,13,14,367,Video,64,Average,Easy,17
8211,77,kinesthetic,Complete course,183,0.72,Moderate,1,17,15,265,Text,25,Poor,Intermediate,2
8212,94,auditory,Gain certification,198,0.8,Moderate,13,18,4,708,Video,9,Average,Intermediate,17
8213,3,visual,Master topic,88,0.66,Fast,18,9,11,39,Quiz,82,Poor,Intermediate,16
8214,23,kinesthetic,Gain certification,72,0.88,Fast,19,12,17,326,Quiz,92,Good,Intermediate,2
8215,61,auditory,Complete course,222,0.97,Fast,21,19,5,584,Text,60,Good,Hard,9
8216,67,auditory,Master topic,159,0.93,Slow,31,17,1,247,Text,59,Poor,Hard,5
8217,53,visual,Master topic,285,0.77,Fast,2,11,11,568,Video,87,Average,Easy,19
8218,24,kinesthetic,Master topic,145,0.61,Slow,49,10,5,754,Text,47,Poor,Intermediate,4
8219,18,kinesthetic,Gain certification,165,0.58,Fast,43,15,19,39,Video,86,Good,Intermediate,3
8220,59,visual,Master topic,149,0.54,Slow,42,19,6,59,Video,86,Poor,Hard,1
8221,81,auditory,Master topic,144,0.37,Fast,21,10,1,408,Text,48,Poor,Intermediate,1
8222,56,auditory,Master topic,127,0.45,Slow,10,3,15,600,Text,70,Poor,Hard,10
8223,10,kinesthetic,Gain certification,207,0.32,Moderate,41,16,12,203,Quiz,69,Poor,Easy,1
8224,54,kinesthetic,Gain certification,169,0.97,Fast,15,10,15,175,Quiz,93,Poor,Intermediate,11
8225,28,visual,Gain certification,73,0.94,Moderate,17,16,4,201,Video,82,Poor,Intermediate,11
8226,37,visual,Complete course,83,0.67,Moderate,16,8,7,440,Quiz,91,Good,Intermediate,11
8227,98,auditory,Complete course,229,0.79,Fast,24,13,3,173,Text,87,Excellent,Intermediate,16
8228,17,auditory,Complete course,275,0.62,Slow,39,17,6,274,Quiz,66,Good,Hard,16
8229,88,auditory,Master topic,170,0.49,Fast,16,1,9,451,Video,69,Poor,Intermediate,3
8230,53,visual,Complete course,118,0.36,Slow,49,11,6,453,Video,48,Poor,Hard,12
8231,23,visual,Master topic,155,0.26,Moderate,26,5,4,723,Quiz,51,Good,Hard,15
8232,52,visual,Complete course,48,0.47,Fast,1,20,1,204,Quiz,97,Average,Hard,10
8233,94,visual,Gain certification,71,0.8,Moderate,18,3,6,738,Text,1,Excellent,Easy,13
8234,33,auditory,Gain certification,176,0.21,Moderate,6,14,17,485,Video,85,Average,Easy,18
8235,56,kinesthetic,Master topic,177,0.99,Slow,12,5,2,834,Quiz,15,Poor,Intermediate,10
8236,74,kinesthetic,Master topic,168,0.76,Fast,15,3,1,528,Quiz,51,Good,Intermediate,12
8237,53,auditory,Gain certification,91,0.55,Slow,32,13,12,936,Quiz,63,Excellent,Intermediate,13
8238,20,auditory,Complete course,150,0.36,Slow,31,20,6,304,Text,9,Poor,Hard,14
8239,15,auditory,Gain certification,178,0.6,Fast,20,11,8,740,Quiz,48,Poor,Hard,16
8240,96,kinesthetic,Gain certification,163,0.41,Fast,28,13,9,394,Quiz,21,Average,Hard,6
8241,64,auditory,Complete course,270,0.83,Fast,30,6,16,414,Quiz,38,Good,Easy,12
8242,78,kinesthetic,Gain certification,211,0.21,Moderate,8,1,16,617,Text,51,Excellent,Hard,18
8243,33,kinesthetic,Complete course,119,0.22,Fast,45,20,8,694,Quiz,43,Poor,Easy,2
8244,34,auditory,Gain certification,244,0.43,Moderate,35,9,1,320,Text,48,Good,Hard,15
8245,22,auditory,Complete course,296,0.21,Fast,46,17,16,394,Video,33,Average,Easy,7
8246,96,auditory,Master topic,299,0.5,Moderate,31,4,8,480,Quiz,89,Average,Easy,19
8247,62,visual,Master topic,204,0.88,Fast,49,20,16,391,Quiz,26,Good,Easy,12
8248,67,kinesthetic,Complete course,203,0.97,Fast,8,12,10,691,Quiz,70,Good,Easy,17
8249,37,auditory,Complete course,261,0.49,Slow,21,20,9,434,Quiz,93,Average,Intermediate,6
8250,55,kinesthetic,Complete course,198,0.42,Slow,11,13,8,273,Video,32,Poor,Hard,20
8251,90,auditory,Master topic,175,0.9,Slow,44,3,7,705,Text,30,Good,Easy,20
8252,56,kinesthetic,Master topic,71,0.38,Fast,42,12,1,738,Video,11,Excellent,Intermediate,15
8253,77,visual,Complete course,232,0.38,Moderate,46,10,15,295,Text,13,Average,Easy,12
8254,97,auditory,Master topic,258,0.53,Moderate,34,18,12,809,Video,95,Poor,Hard,4
8255,54,auditory,Gain certification,235,0.36,Moderate,38,20,13,179,Quiz,96,Average,Intermediate,1
8256,23,auditory,Gain certification,40,0.58,Moderate,34,16,14,353,Video,72,Excellent,Intermediate,20
8257,22,auditory,Master topic,191,0.74,Slow,23,1,5,292,Text,1,Poor,Easy,16
8258,45,visual,Master topic,150,0.85,Moderate,47,6,12,113,Video,88,Excellent,Easy,1
8259,98,auditory,Complete course,150,0.57,Fast,30,14,11,765,Quiz,12,Average,Intermediate,14
8260,64,visual,Gain certification,267,0.42,Fast,11,3,4,315,Text,75,Good,Easy,6
8261,92,auditory,Gain certification,238,0.42,Moderate,26,7,1,4,Text,33,Good,Hard,17
8262,87,kinesthetic,Complete course,75,0.25,Moderate,45,15,15,862,Text,53,Poor,Easy,12
8263,62,visual,Complete course,79,0.86,Moderate,24,8,7,429,Video,68,Excellent,Easy,15
8264,68,auditory,Master topic,268,0.89,Fast,7,18,4,955,Text,8,Excellent,Intermediate,13
8265,23,visual,Master topic,94,0.23,Slow,16,14,5,482,Quiz,60,Excellent,Easy,19
8266,99,auditory,Gain certification,274,0.55,Moderate,21,1,7,970,Video,31,Poor,Easy,2
8267,0,auditory,Complete course,293,0.53,Slow,31,2,6,382,Quiz,25,Average,Easy,20
8268,1,kinesthetic,Gain certification,114,0.49,Moderate,6,14,8,425,Video,18,Average,Intermediate,4
8269,87,kinesthetic,Master topic,36,0.41,Moderate,4,3,3,10,Text,84,Good,Hard,4
8270,47,auditory,Master topic,218,0.54,Slow,3,8,12,814,Quiz,21,Good,Intermediate,19
8271,31,visual,Gain certification,151,0.24,Moderate,46,4,1,76,Quiz,38,Poor,Hard,14
8272,48,auditory,Complete course,95,0.29,Fast,24,19,3,744,Video,76,Excellent,Hard,9
8273,45,auditory,Master topic,175,0.88,Slow,28,14,9,759,Video,16,Poor,Easy,6
8274,98,auditory,Complete course,47,0.44,Moderate,8,5,12,962,Text,91,Poor,Intermediate,16
8275,3,visual,Gain certification,143,0.99,Fast,31,9,2,917,Text,88,Good,Easy,5
8276,55,kinesthetic,Gain certification,294,0.48,Fast,15,5,13,411,Text,93,Good,Hard,4
8277,63,kinesthetic,Complete course,257,0.26,Moderate,22,15,2,647,Video,94,Excellent,Intermediate,9
8278,19,visual,Master topic,119,0.22,Slow,26,10,14,106,Quiz,17,Poor,Easy,20
8279,19,kinesthetic,Gain certification,146,0.35,Fast,43,14,8,14,Video,99,Good,Hard,3
8280,14,visual,Gain certification,85,0.42,Slow,42,5,18,212,Text,31,Excellent,Easy,20
8281,7,visual,Complete course,259,0.63,Slow,13,16,4,971,Text,22,Good,Easy,7
8282,0,visual,Complete course,263,0.54,Slow,14,8,18,980,Text,99,Poor,Hard,17
8283,64,visual,Master topic,105,0.34,Moderate,30,17,16,68,Video,51,Average,Intermediate,9
8284,4,visual,Gain certification,96,0.37,Moderate,28,1,3,57,Video,62,Poor,Easy,11
8285,84,kinesthetic,Master topic,86,0.3,Fast,8,11,16,798,Video,90,Good,Intermediate,19
8286,82,auditory,Gain certification,155,0.8,Fast,13,17,12,440,Quiz,21,Average,Intermediate,9
8287,22,kinesthetic,Master topic,57,0.38,Moderate,7,8,6,78,Quiz,36,Good,Easy,13
8288,41,visual,Gain certification,214,0.88,Slow,21,2,11,366,Quiz,54,Average,Hard,12
8289,77,auditory,Gain certification,46,0.99,Fast,22,6,10,453,Text,50,Good,Intermediate,18
8290,40,visual,Complete course,114,0.95,Moderate,30,3,19,328,Text,94,Excellent,Intermediate,11
8291,67,kinesthetic,Gain certification,132,0.54,Fast,30,2,18,980,Video,40,Poor,Hard,7
8292,18,kinesthetic,Master topic,227,0.73,Moderate,2,13,13,690,Text,53,Average,Intermediate,12
8293,91,visual,Gain certification,40,0.22,Slow,43,14,9,931,Text,9,Average,Hard,1
8294,63,visual,Gain certification,130,0.86,Moderate,1,2,16,162,Video,55,Excellent,Intermediate,8
8295,35,visual,Master topic,36,0.37,Fast,34,20,12,757,Video,94,Poor,Intermediate,9
8296,21,kinesthetic,Master topic,37,0.77,Fast,38,13,4,216,Text,82,Good,Hard,6
8297,96,visual,Complete course,48,0.53,Fast,38,11,5,411,Video,73,Average,Intermediate,4
8298,82,kinesthetic,Gain certification,75,0.65,Moderate,13,17,9,905,Text,91,Good,Intermediate,10
8299,32,kinesthetic,Master topic,291,0.93,Fast,27,11,10,280,Text,9,Average,Easy,16
8300,60,visual,Gain certification,88,0.49,Moderate,48,14,13,971,Quiz,38,Good,Easy,7
8301,22,auditory,Gain certification,219,0.49,Moderate,49,9,1,188,Text,61,Excellent,Hard,2
8302,47,visual,Complete course,173,0.26,Fast,7,12,19,861,Quiz,0,Poor,Hard,3
8303,5,visual,Gain certification,222,0.95,Moderate,16,10,9,627,Text,79,Excellent,Intermediate,11
8304,25,kinesthetic,Complete course,189,0.73,Slow,18,5,19,36,Video,87,Average,Hard,18
8305,14,visual,Gain certification,273,0.85,Slow,23,12,19,739,Quiz,69,Average,Intermediate,14
8306,24,kinesthetic,Gain certification,124,0.83,Fast,20,5,14,432,Video,44,Average,Intermediate,16
8307,87,auditory,Complete course,116,0.66,Moderate,13,2,13,395,Quiz,88,Poor,Easy,12
8308,0,visual,Complete course,225,0.5,Moderate,8,12,17,897,Video,96,Average,Hard,17
8309,10,kinesthetic,Gain certification,207,0.9,Slow,27,2,13,292,Video,93,Excellent,Intermediate,8
8310,31,auditory,Gain certification,249,0.22,Fast,5,8,3,630,Video,98,Excellent,Easy,8
8311,1,kinesthetic,Gain certification,183,0.9,Moderate,40,11,16,946,Quiz,92,Good,Intermediate,10
8312,10,visual,Master topic,273,0.51,Moderate,16,4,4,238,Quiz,46,Excellent,Easy,13
8313,16,auditory,Master topic,151,0.22,Moderate,13,12,4,709,Text,26,Poor,Hard,12
8314,72,kinesthetic,Complete course,185,1.0,Moderate,6,8,5,180,Video,36,Poor,Hard,11
8315,67,auditory,Master topic,90,0.59,Moderate,20,17,6,976,Video,42,Average,Intermediate,19
8316,79,visual,Master topic,243,0.42,Moderate,23,5,19,323,Text,97,Good,Hard,7
8317,87,kinesthetic,Complete course,80,0.21,Moderate,46,15,3,184,Quiz,58,Excellent,Intermediate,5
8318,39,kinesthetic,Gain certification,298,0.63,Fast,3,14,6,358,Video,86,Good,Intermediate,10
8319,75,auditory,Gain certification,167,0.91,Moderate,22,13,19,535,Video,71,Average,Easy,7
8320,62,kinesthetic,Complete course,65,0.58,Fast,26,15,15,314,Quiz,0,Excellent,Hard,13
8321,4,kinesthetic,Gain certification,64,0.91,Moderate,27,2,6,930,Quiz,58,Excellent,Intermediate,14
8322,40,kinesthetic,Gain certification,119,0.41,Slow,23,12,13,940,Quiz,91,Average,Easy,8
8323,43,auditory,Gain certification,48,0.96,Moderate,33,1,18,633,Video,85,Excellent,Easy,16
8324,73,auditory,Gain certification,89,0.77,Slow,45,9,5,395,Text,59,Good,Hard,8
8325,75,kinesthetic,Master topic,133,0.24,Moderate,2,4,5,191,Text,35,Good,Easy,5
8326,2,kinesthetic,Gain certification,87,0.28,Slow,24,9,4,188,Text,10,Average,Intermediate,19
8327,36,kinesthetic,Master topic,109,0.75,Fast,7,1,11,689,Text,18,Average,Intermediate,1
8328,65,kinesthetic,Complete course,160,0.72,Fast,48,17,2,177,Quiz,41,Average,Hard,4
8329,27,kinesthetic,Complete course,73,0.68,Slow,1,11,8,669,Text,81,Excellent,Hard,2
8330,28,visual,Gain certification,55,0.92,Slow,41,1,10,11,Quiz,88,Poor,Intermediate,8
8331,0,kinesthetic,Master topic,240,0.66,Fast,39,14,2,986,Text,62,Average,Intermediate,3
8332,5,kinesthetic,Master topic,100,0.99,Moderate,1,18,15,396,Text,89,Average,Intermediate,4
8333,99,visual,Master topic,111,0.37,Fast,49,10,10,852,Video,99,Average,Easy,4
8334,99,auditory,Master topic,124,0.48,Moderate,48,13,16,45,Quiz,3,Excellent,Intermediate,1
8335,97,visual,Master topic,278,0.67,Moderate,44,1,2,558,Video,18,Average,Intermediate,17
8336,79,auditory,Master topic,86,0.55,Slow,27,17,9,146,Video,23,Good,Intermediate,15
8337,49,kinesthetic,Gain certification,47,0.21,Slow,37,11,13,245,Video,6,Good,Easy,7
8338,79,kinesthetic,Master topic,125,0.76,Fast,11,20,9,609,Text,79,Poor,Hard,1
8339,71,visual,Gain certification,49,0.67,Moderate,39,5,9,714,Text,93,Excellent,Intermediate,3
8340,94,kinesthetic,Gain certification,171,0.28,Moderate,13,11,9,730,Video,77,Excellent,Hard,9
8341,24,kinesthetic,Gain certification,160,0.56,Moderate,23,10,12,917,Video,64,Excellent,Hard,12
8342,47,visual,Master topic,174,0.87,Moderate,17,20,5,654,Video,52,Good,Hard,12
8343,45,auditory,Gain certification,50,0.33,Slow,14,20,5,558,Text,48,Poor,Easy,9
8344,93,auditory,Master topic,58,0.78,Slow,25,5,16,563,Text,58,Excellent,Intermediate,2
8345,32,auditory,Complete course,205,0.38,Moderate,24,17,11,525,Text,76,Poor,Hard,7
8346,13,auditory,Master topic,57,0.69,Moderate,20,4,19,707,Text,77,Good,Hard,1
8347,37,visual,Gain certification,130,0.24,Moderate,4,20,8,611,Text,37,Good,Intermediate,7
8348,71,kinesthetic,Gain certification,221,0.55,Moderate,36,17,10,542,Quiz,56,Average,Intermediate,16
8349,52,auditory,Complete course,81,0.39,Moderate,41,16,12,268,Video,31,Excellent,Hard,3
8350,48,auditory,Complete course,204,0.84,Slow,14,18,7,839,Video,7,Poor,Hard,12
8351,18,auditory,Complete course,99,0.36,Slow,11,18,12,826,Quiz,50,Poor,Easy,19
8352,24,visual,Master topic,279,0.37,Fast,35,20,18,431,Text,32,Average,Easy,20
8353,94,visual,Complete course,138,0.63,Slow,38,1,10,936,Video,2,Good,Easy,12
8354,19,kinesthetic,Master topic,229,0.51,Slow,19,19,18,425,Video,38,Good,Easy,16
8355,6,visual,Complete course,164,0.76,Fast,14,2,1,805,Video,85,Good,Easy,16
8356,65,visual,Complete course,172,0.55,Moderate,34,4,4,695,Text,10,Excellent,Hard,12
8357,11,visual,Complete course,131,0.53,Fast,38,17,11,537,Quiz,78,Good,Hard,20
8358,71,kinesthetic,Master topic,128,0.61,Slow,29,6,1,509,Text,47,Excellent,Intermediate,8
8359,80,kinesthetic,Gain certification,136,0.47,Slow,23,3,1,332,Video,94,Excellent,Hard,14
8360,51,visual,Gain certification,170,0.26,Slow,40,14,15,332,Text,27,Good,Intermediate,4
8361,67,kinesthetic,Complete course,76,0.65,Fast,7,11,7,261,Text,54,Poor,Hard,4
8362,46,kinesthetic,Master topic,114,0.43,Fast,9,5,19,344,Text,34,Poor,Hard,4
8363,0,auditory,Master topic,152,0.68,Moderate,13,10,7,183,Text,78,Good,Easy,16
8364,19,auditory,Master topic,31,0.72,Slow,18,15,13,396,Quiz,81,Poor,Easy,20
8365,90,kinesthetic,Complete course,147,0.42,Slow,7,2,7,310,Quiz,47,Excellent,Hard,18
8366,22,auditory,Complete course,141,0.55,Slow,47,10,14,1,Text,7,Excellent,Hard,11
8367,83,kinesthetic,Gain certification,215,0.57,Fast,9,8,6,387,Video,78,Average,Intermediate,7
8368,88,kinesthetic,Complete course,197,0.49,Fast,13,10,14,135,Quiz,66,Average,Intermediate,8
8369,18,auditory,Gain certification,137,0.65,Moderate,11,17,8,918,Video,8,Good,Intermediate,12
8370,88,auditory,Complete course,169,0.34,Fast,24,9,3,133,Video,7,Poor,Hard,10
8371,56,kinesthetic,Complete course,228,0.6,Moderate,49,11,7,159,Video,58,Good,Easy,8
8372,12,kinesthetic,Master topic,122,0.7,Moderate,2,3,16,368,Text,48,Poor,Easy,11
8373,99,kinesthetic,Gain certification,178,0.39,Fast,8,9,15,60,Video,57,Excellent,Intermediate,15
8374,29,kinesthetic,Master topic,131,0.48,Slow,18,4,13,262,Text,70,Average,Intermediate,5
8375,56,visual,Master topic,102,0.27,Slow,7,3,9,664,Video,83,Good,Hard,5
8376,26,auditory,Gain certification,227,0.76,Fast,33,6,8,224,Video,37,Average,Intermediate,10
8377,90,visual,Complete course,264,0.63,Fast,33,10,14,914,Quiz,92,Good,Easy,7
8378,27,kinesthetic,Gain certification,55,0.45,Slow,31,16,4,940,Video,18,Excellent,Hard,9
8379,89,auditory,Gain certification,286,0.68,Fast,41,8,2,742,Quiz,86,Poor,Easy,11
8380,34,auditory,Master topic,128,0.28,Slow,13,20,13,332,Text,64,Excellent,Easy,18
8381,69,kinesthetic,Complete course,68,0.35,Moderate,44,3,17,270,Video,57,Good,Easy,6
8382,47,visual,Master topic,199,0.7,Fast,41,18,9,506,Quiz,32,Excellent,Easy,8
8383,29,auditory,Gain certification,104,0.2,Fast,9,4,15,80,Text,91,Good,Hard,10
8384,39,kinesthetic,Master topic,297,0.3,Fast,14,8,2,188,Text,83,Excellent,Easy,3
8385,35,auditory,Gain certification,65,0.3,Fast,13,14,8,62,Video,97,Poor,Intermediate,1
8386,2,auditory,Gain certification,119,0.92,Fast,8,6,9,47,Video,21,Excellent,Easy,14
8387,84,auditory,Gain certification,292,0.4,Moderate,3,3,15,988,Text,99,Excellent,Intermediate,16
8388,19,auditory,Gain certification,34,0.64,Slow,29,8,17,896,Text,16,Average,Intermediate,2
8389,87,auditory,Complete course,122,0.57,Fast,23,16,1,45,Text,12,Excellent,Hard,10
8390,40,visual,Master topic,159,0.55,Slow,36,1,7,169,Video,16,Poor,Intermediate,7
8391,69,kinesthetic,Master topic,214,0.22,Fast,18,3,11,174,Quiz,6,Excellent,Hard,3
8392,58,visual,Master topic,134,0.21,Slow,18,19,14,684,Quiz,26,Poor,Intermediate,10
8393,27,kinesthetic,Complete course,146,0.69,Slow,11,4,1,561,Quiz,81,Average,Intermediate,20
8394,91,visual,Complete course,146,0.23,Slow,6,19,9,402,Text,95,Poor,Intermediate,20
8395,48,auditory,Complete course,112,0.47,Slow,15,2,13,44,Video,10,Average,Hard,7
8396,82,auditory,Master topic,136,0.62,Slow,49,12,2,437,Quiz,90,Excellent,Easy,15
8397,32,kinesthetic,Master topic,280,0.41,Moderate,38,17,8,43,Video,42,Excellent,Intermediate,11
8398,36,visual,Complete course,46,0.81,Moderate,37,5,12,261,Video,28,Average,Intermediate,19
8399,68,visual,Gain certification,116,0.39,Fast,10,11,4,742,Quiz,47,Good,Easy,17
8400,97,auditory,Gain certification,126,0.35,Moderate,7,8,1,592,Text,82,Excellent,Intermediate,15
8401,63,auditory,Gain certification,225,0.53,Moderate,39,20,18,692,Video,43,Average,Easy,3
8402,53,visual,Master topic,76,0.86,Moderate,11,3,15,449,Video,41,Excellent,Hard,14
8403,85,visual,Gain certification,48,0.34,Slow,16,7,18,102,Text,95,Excellent,Intermediate,8
8404,87,kinesthetic,Complete course,84,0.84,Slow,14,13,19,958,Text,98,Good,Easy,10
8405,47,kinesthetic,Complete course,149,0.36,Fast,9,3,5,790,Video,81,Good,Easy,14
8406,18,visual,Gain certification,249,0.49,Moderate,12,15,14,239,Video,17,Excellent,Easy,20
8407,45,visual,Gain certification,62,0.98,Slow,17,2,13,656,Video,80,Average,Intermediate,14
8408,38,visual,Master topic,104,0.74,Slow,39,1,15,906,Quiz,86,Average,Intermediate,7
8409,80,kinesthetic,Complete course,179,0.85,Moderate,11,6,17,438,Video,81,Average,Hard,15
8410,37,auditory,Master topic,85,0.53,Moderate,18,8,17,185,Quiz,63,Average,Easy,13
8411,32,kinesthetic,Master topic,144,0.3,Slow,28,5,2,487,Text,7,Good,Easy,3
8412,15,auditory,Complete course,107,0.3,Slow,10,20,8,33,Text,65,Good,Intermediate,10
8413,94,auditory,Gain certification,102,0.26,Slow,17,17,1,661,Text,51,Poor,Intermediate,4
8414,40,kinesthetic,Gain certification,290,0.98,Slow,6,2,17,357,Text,63,Good,Intermediate,6
8415,72,auditory,Complete course,214,0.38,Fast,44,18,6,529,Quiz,70,Good,Intermediate,6
8416,12,kinesthetic,Gain certification,89,0.29,Fast,45,12,14,265,Text,23,Poor,Hard,13
8417,77,auditory,Complete course,96,0.64,Fast,21,13,11,606,Quiz,80,Poor,Hard,6
8418,46,kinesthetic,Master topic,205,0.98,Slow,23,10,4,980,Text,93,Poor,Easy,6
8419,79,kinesthetic,Gain certification,155,0.51,Moderate,15,2,7,832,Video,50,Average,Intermediate,3
8420,87,kinesthetic,Master topic,157,0.79,Fast,39,20,14,604,Text,33,Average,Hard,2
8421,11,kinesthetic,Master topic,216,0.82,Moderate,20,8,3,224,Quiz,75,Excellent,Intermediate,2
8422,65,kinesthetic,Master topic,76,0.36,Moderate,8,2,4,624,Text,27,Excellent,Hard,13
8423,69,kinesthetic,Gain certification,270,0.31,Moderate,22,1,19,205,Text,50,Poor,Intermediate,9
8424,88,auditory,Gain certification,122,0.7,Moderate,1,11,14,556,Quiz,18,Excellent,Intermediate,4
8425,83,visual,Master topic,208,0.31,Moderate,20,20,4,601,Text,46,Excellent,Easy,5
8426,82,kinesthetic,Gain certification,108,0.95,Fast,3,14,4,382,Text,93,Excellent,Intermediate,19
8427,5,auditory,Gain certification,134,0.43,Fast,39,1,16,675,Quiz,41,Excellent,Easy,17
8428,40,auditory,Gain certification,68,0.75,Moderate,49,9,7,454,Text,56,Excellent,Intermediate,7
8429,59,auditory,Gain certification,103,0.34,Fast,18,5,3,740,Video,57,Poor,Intermediate,13
8430,63,visual,Complete course,48,0.29,Fast,36,14,17,923,Video,72,Average,Easy,17
8431,11,kinesthetic,Master topic,33,0.5,Slow,31,9,10,808,Text,85,Good,Easy,13
8432,20,kinesthetic,Master topic,117,0.65,Moderate,11,13,7,442,Text,22,Average,Easy,8
8433,35,auditory,Gain certification,86,0.43,Moderate,17,13,16,432,Quiz,67,Excellent,Intermediate,16
8434,56,kinesthetic,Complete course,294,0.92,Fast,34,8,8,299,Quiz,26,Average,Hard,5
8435,84,visual,Complete course,104,0.6,Moderate,11,18,12,630,Text,47,Good,Hard,1
8436,41,visual,Gain certification,120,0.94,Slow,29,8,19,54,Text,26,Average,Easy,2
8437,65,visual,Gain certification,87,0.48,Slow,40,17,9,749,Video,62,Poor,Easy,16
8438,74,auditory,Gain certification,126,0.37,Slow,12,1,8,407,Video,48,Good,Intermediate,8
8439,4,kinesthetic,Gain certification,105,0.67,Slow,9,11,2,878,Quiz,66,Excellent,Intermediate,19
8440,94,auditory,Gain certification,221,0.75,Fast,43,2,4,752,Quiz,13,Average,Easy,11
8441,44,auditory,Master topic,36,0.93,Fast,10,1,13,870,Video,24,Poor,Easy,12
8442,56,auditory,Master topic,85,0.62,Slow,13,17,19,915,Text,3,Good,Intermediate,20
8443,79,visual,Complete course,80,0.45,Fast,5,2,15,678,Video,95,Excellent,Easy,20
8444,58,kinesthetic,Master topic,49,0.66,Fast,46,7,5,255,Text,4,Good,Hard,10
8445,31,visual,Complete course,264,0.58,Moderate,30,2,9,397,Video,10,Poor,Hard,10
8446,67,auditory,Complete course,92,0.9,Moderate,14,14,17,378,Quiz,63,Poor,Hard,10
